CustomerID,Name,Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,David Perkins,55,Female,Single,Master,Retired,100239,8852,Home,826,1,7,Yes
7412b293-4729-4739-a14f-f3d719db3ad0,Rose Jackson,19,Male,Married,Bachelor,Unemployed,59959,2264,Car,790,2,2,No
29a3b2e9-5d65-4441-9588-42dea2bc372f,Devin Hardin,38,Female,Widowed,Master,Employed,35058,24203,Business,497,3,4,Yes
ab9099a4-35a2-40ae-9af3-05535ec42e08,Amber Fernandez,50,Female,Divorced,Bachelor,Self-employed,72672,48678,Personal,650,2,3,Yes
aefcfad8-efc8-4849-b3aa-7efe4458a885,Travis Marsh,29,Female,Married,PhD,Retired,98391,42853,Home,517,3,0,Yes
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Rebecca Lowery,39,Male,Widowed,PhD,Unemployed,76849,49362,Business,307,4,3,No
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Jesse Martin,61,Female,Single,PhD,Self-employed,174560,11364,Personal,530,0,1,Yes
451b4cf3-6123-4df7-b656-af7229d4beef,Robert Carter,42,Male,Divorced,PhD,Student,118563,19688,Business,392,0,3,Yes
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Amy Olsen,66,Male,Single,PhD,Employed,87192,28739,Car,315,4,1,No
5304317f-af42-412f-b838-b3268e944239,Sydney Green,44,Female,Married,Other,Retired,114391,49834,Home,495,4,3,Yes
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Julia Parsons,59,Male,Married,Master,Employed,129615,37726,Home,763,4,3,Yes
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Thomas May,45,Female,Widowed,Bachelor,Retired,124594,16566,Home,504,0,2,No
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Erica Green,33,Male,Married,PhD,Retired,93509,39304,Car,426,2,4,Yes
9132b63e-f162-47e4-a9c3-49e03602f8ac,Richard Burke,32,Male,Divorced,Other,Retired,168047,29959,Personal,459,1,8,Yes
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Tammy Williams,64,Female,Widowed,Other,Employed,140555,26814,Personal,800,3,0,Yes
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Joshua Herrera,68,Male,Divorced,Other,Student,62392,17057,Home,765,1,6,No
24933b83-7577-40a9-a491-f0b2ea1fca65,Brittany Byrd,61,Male,Single,Master,Unemployed,33305,15973,Personal,797,3,9,No
beb79919-3f22-4af8-a3be-d01d43cf2fde,Gina Brennan,69,Male,Divorced,PhD,Unemployed,96215,19201,Home,747,0,0,No
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Christopher George,20,Female,Divorced,Other,Student,173033,44519,Personal,763,2,9,Yes
956269f0-e5d7-4875-adad-d6c795a76d79,Lauren Watts,54,Female,Married,Other,Student,20228,47480,Home,641,1,0,No
ff50bde4-3825-47b8-9cab-cc97663f1c97,Peter Campbell,68,Male,Single,PhD,Retired,101179,39088,Personal,807,4,1,Yes
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Jonathon Stevenson,24,Male,Married,Master,Retired,127864,25132,Business,583,4,9,Yes
dc713d96-0c0f-4195-817a-f08a1745d6d8,Karla Burton,38,Male,Single,Other,Unemployed,103544,44292,Home,450,4,5,Yes
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Randy Jones,26,Female,Single,Bachelor,Retired,174546,30317,Home,512,1,8,Yes
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Carlos Miller,56,Female,Divorced,High School,Retired,23979,20195,Education,621,2,2,Yes
988c24c9-61b1-4d22-a280-1c4510435a10,Joseph Church,35,Male,Married,High School,Student,66343,24738,Home,487,2,4,No
405cacec-8774-49a9-b7d2-1e02ff01cf99,Michael Haas,21,Female,Divorced,High School,Employed,20739,20938,Personal,482,4,7,Yes
f143262f-dc5c-4eed-8da0-365bf89897b9,Renee Newton,42,Female,Divorced,Master,Self-employed,170630,3418,Business,683,1,9,Yes
1d53434b-b881-49b9-ae27-0da702f06b90,Thomas Daugherty,31,Female,Divorced,Other,Self-employed,57817,38908,Business,324,4,5,No
c0398710-8976-4334-a281-7efdae849217,Scott Roy,67,Female,Single,High School,Retired,141124,3988,Personal,836,3,2,Yes
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Mr. Robert Cantu,26,Male,Married,High School,Retired,58154,34622,Car,613,3,1,No
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Heather Matthews,43,Female,Married,PhD,Self-employed,183344,36618,Home,337,1,2,No
b8db0672-f42d-47cc-80d4-af5974273ca3,Darlene Kelly,19,Female,Divorced,Other,Student,57339,4379,Business,601,3,5,Yes
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Nancy Merritt,37,Male,Single,Other,Self-employed,133591,31765,Personal,668,0,4,Yes
81f76d1c-2dbc-4134-830f-f46e8026695f,Brian Thompson,45,Male,Married,PhD,Self-employed,157666,1193,Business,399,0,7,No
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Theresa Goodman,64,Female,Widowed,Other,Self-employed,33185,47136,Business,687,0,9,No
81f631d4-a392-41a7-9777-a4774c66e0a8,Justin White,24,Female,Married,Bachelor,Retired,144914,27153,Personal,745,3,1,No
5fb8d16c-2720-497d-b2eb-d6899be578c7,Scott Hernandez,61,Male,Divorced,Master,Retired,163644,43440,Education,769,2,1,No
f4188f3f-8a14-4e62-a95b-4715c333e861,Christopher Shelton,25,Male,Widowed,PhD,Self-employed,125784,30004,Business,354,0,3,Yes
eb2263dd-87c5-421e-ac24-a3c5c754108f,Debbie Koch,64,Male,Single,High School,Retired,168641,26322,Business,795,4,8,Yes
7d154385-52fb-443b-9954-6eb400257ad1,Tyler Stout,52,Female,Widowed,Other,Self-employed,89753,12279,Car,426,2,4,Yes
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,April Ryan,31,Female,Widowed,Bachelor,Student,168591,23016,Education,620,1,6,Yes
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,William Phillips,34,Male,Divorced,Bachelor,Retired,51953,16079,Car,367,3,6,Yes
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Taylor Smith,53,Female,Married,Master,Employed,39804,25725,Personal,695,4,5,No
14296c07-f26b-4776-913e-4de2e0c53cb8,Kelly Romero,67,Male,Single,Bachelor,Retired,96286,8983,Home,452,1,5,Yes
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Erin Nelson,57,Female,Widowed,Other,Student,37275,23137,Personal,448,3,8,Yes
885f6e66-c2b6-42c5-ba5d-310011b7e948,Christopher Dalton,21,Male,Divorced,Other,Student,82068,13057,Education,702,3,3,No
a8e56e0c-20de-435d-a031-d750c40db9b4,Jamie Romero,19,Male,Married,Bachelor,Retired,83344,22281,Personal,525,4,1,Yes
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Logan Golden,23,Female,Widowed,Other,Unemployed,98284,46937,Education,609,3,6,Yes
9b49bd26-df57-459a-8715-a10343dac043,Michael Crawford,59,Female,Divorced,Other,Self-employed,142750,40737,Car,718,3,5,Yes
edcd465e-3638-4821-b6e0-7cc06c52c49f,Stephanie Sanders,21,Female,Divorced,High School,Self-employed,52601,22716,Business,814,3,3,Yes
b09b2a5c-badc-432a-8159-0f538a0f4efb,Christine Meza,46,Female,Divorced,PhD,Student,178647,7534,Personal,588,2,0,No
66245bfa-4fcc-439a-b683-d2e6337ea2df,Emily Hall,35,Female,Single,Other,Retired,72705,41888,Personal,500,0,3,Yes
5f987c71-a65e-488e-abf3-ad39fec21bbe,Thomas Wells,43,Female,Married,Other,Unemployed,75221,43635,Business,818,4,5,Yes
7394988f-847f-49b4-a64d-1bcb702753a1,Caitlin Howard,61,Male,Widowed,Master,Employed,183441,39558,Personal,467,2,2,Yes
1064005c-3985-43cf-bf76-be1d1efa2197,Jason Blackwell,51,Female,Married,PhD,Self-employed,64617,27965,Personal,636,4,0,Yes
8dcdcd03-969b-4662-8562-8059568cc69b,Bradley Pacheco,27,Male,Married,PhD,Unemployed,78315,18057,Home,594,2,1,Yes
01d74256-3860-4ab6-96a4-02f23ae8cc93,Matthew Armstrong,53,Male,Widowed,PhD,Self-employed,148240,37469,Home,679,3,5,Yes
0f1259e0-a18f-46b6-b535-106e122c9a56,Brittany Mitchell,31,Female,Married,Bachelor,Retired,35317,18744,Business,310,3,0,Yes
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Thomas Friedman,48,Male,Single,High School,Self-employed,76109,12258,Car,656,2,5,Yes
839fbc50-1223-4513-9496-f63cdc1110c1,Colleen Hernandez,65,Male,Widowed,High School,Employed,179390,45106,Personal,430,3,0,Yes
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Peter Haynes,32,Female,Widowed,Master,Retired,61239,12809,Personal,504,0,0,Yes
b92da22b-21df-406f-8a0b-3c3336d8393a,Jeffrey Ford,25,Female,Divorced,PhD,Student,38082,4067,Car,735,4,5,No
93829b43-922f-415a-a1e3-db63ef7ddc76,Brittany Ortiz,31,Female,Married,PhD,Unemployed,82520,27738,Personal,615,3,0,Yes
7914c120-c8dc-419f-be35-11287900f7f9,Miranda Beck,40,Male,Widowed,Other,Self-employed,162151,35212,Car,613,1,8,No
1825bc54-30be-445f-a835-14f2ceb81f9d,Amanda Bennett,57,Female,Widowed,Bachelor,Retired,22884,13217,Business,785,2,1,No
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,David Robertson,38,Female,Single,Bachelor,Retired,187419,22871,Business,410,2,8,Yes
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Kristen Davis,33,Female,Divorced,Master,Self-employed,87787,6179,Car,589,3,4,Yes
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Brian Pena,62,Female,Widowed,High School,Student,169812,4353,Car,546,2,4,Yes
0f844fef-1931-49ee-a56c-0941fbf24050,Amanda Nelson,35,Male,Single,PhD,Self-employed,134297,24165,Education,711,1,9,Yes
ccf3a171-56dc-4907-ba6c-34ab6712303a,Sarah Bush,64,Female,Widowed,Master,Student,32815,23444,Home,749,2,7,Yes
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Robert Miller,41,Male,Widowed,Bachelor,Self-employed,85177,6919,Home,720,1,0,Yes
23e2fcb4-72d8-467d-894a-05e430b187ef,Anna Poole,43,Female,Widowed,Bachelor,Retired,193963,16556,Personal,699,2,8,No
766ecb15-474e-4c19-aef9-12766c006f61,Jacqueline Phillips,42,Male,Single,Bachelor,Employed,72566,14011,Personal,755,2,0,Yes
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Sophia Dawson,62,Male,Married,PhD,Employed,61968,48602,Car,424,1,4,No
db20a56e-dc81-4fe7-8eda-8bbb71710434,Sheila Stephens,58,Male,Widowed,PhD,Retired,180985,47662,Car,559,4,7,Yes
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Wendy Evans,46,Female,Widowed,PhD,Employed,98440,19154,Home,834,0,0,Yes
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Phillip Rodriguez,32,Male,Married,Other,Student,74860,23294,Personal,379,1,4,Yes
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Justin Brown,62,Female,Widowed,High School,Retired,150134,13736,Home,571,0,2,No
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Eric Anderson,18,Female,Divorced,Bachelor,Student,38462,43662,Business,717,2,7,Yes
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,April Norton,42,Female,Widowed,Bachelor,Retired,186554,17578,Home,701,4,2,No
2a25a888-0f02-4ad0-a706-7ef466aa9385,Timothy Sexton,24,Female,Divorced,Other,Student,152410,14996,Home,352,1,7,Yes
63f2ae24-fc3d-4348-808d-4127610461e3,Mr. John Decker MD,26,Female,Married,Bachelor,Student,163854,26150,Car,571,4,1,No
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Tina Little,41,Male,Single,Bachelor,Employed,105609,28205,Personal,527,1,9,Yes
b253d218-6c4a-47ea-8906-17f2747b6dba,Seth Curry,18,Female,Married,PhD,Retired,26614,23298,Business,670,3,2,Yes
c88a618e-fed4-457d-bb02-6576f512c4c3,Barbara Graham,61,Male,Widowed,PhD,Self-employed,151813,31556,Home,491,1,0,No
7c967f79-b7e9-4aca-a970-65e18e46d534,Edward White,25,Male,Divorced,High School,Employed,181282,38411,Home,322,0,0,Yes
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Michelle Graham,41,Male,Single,Bachelor,Student,86269,25964,Car,635,3,3,Yes
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Benjamin White,28,Male,Widowed,Master,Student,33944,14746,Education,529,2,4,No
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Austin Mitchell,68,Male,Single,Bachelor,Self-employed,21806,35520,Personal,829,1,2,No
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Kim Flynn,34,Male,Single,Bachelor,Self-employed,164357,48903,Personal,787,0,1,Yes
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Nicholas Pace,25,Male,Widowed,High School,Student,128874,34428,Personal,463,2,0,No
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Laura Atkins,52,Female,Married,Master,Self-employed,96993,22999,Home,722,0,2,Yes
118a9d29-2f92-4996-99f1-95d014822f53,Ann Huffman,52,Male,Widowed,Bachelor,Unemployed,60126,36600,Home,659,2,0,Yes
dca02eec-acda-4acc-9165-e21098543881,Roger Sullivan,50,Female,Widowed,Master,Employed,100123,31361,Home,468,1,9,Yes
f10c718b-1eb0-438a-a75d-d5af3c365296,Vanessa Ramirez,22,Male,Married,PhD,Retired,156929,46589,Education,812,4,9,Yes
94340a03-3f07-4814-91d6-3f78e3e9de99,Anne Martin,59,Male,Divorced,PhD,Self-employed,53792,9488,Home,647,2,5,Yes
14fcdd54-9e8f-4965-8a2c-827e98326856,Ashley Dunn,56,Male,Widowed,Master,Self-employed,127978,39381,Personal,498,4,2,Yes
90b2b633-956b-4c0c-a849-9b926b5252e3,Shaun Henderson,58,Male,Single,Bachelor,Unemployed,107684,24354,Personal,511,2,3,No
42c18a62-ef48-48d5-90fd-9d3f85d51695,Michael Jackson,45,Female,Widowed,Master,Retired,74361,17714,Car,451,4,7,Yes
506e5a9a-b758-488d-ab73-295b344a54b8,Aaron Mayer,24,Female,Widowed,Master,Unemployed,56322,7777,Education,829,1,9,Yes
21813d25-6552-48a6-83ff-50113d1a85dd,Kimberly Lee,26,Female,Single,PhD,Retired,162980,13041,Business,389,0,4,Yes
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Shane Smith,25,Male,Married,Master,Employed,84627,14142,Home,313,1,4,Yes
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Erin White,29,Male,Divorced,Other,Self-employed,172274,26860,Business,318,2,7,Yes
9f044aed-7552-4327-8262-7f7312922f83,Joseph Young,51,Male,Divorced,Other,Employed,112228,10270,Home,381,3,9,Yes
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Taylor Tran,50,Female,Single,PhD,Retired,90102,39169,Education,818,0,9,Yes
8181a8cc-3691-47eb-89a2-688b12c136e0,Jason Patrick,65,Male,Married,Bachelor,Self-employed,79883,4866,Education,301,4,9,No
5958a499-eeea-463e-a1e8-ac6843e42caf,Richard Saunders,40,Female,Widowed,Bachelor,Unemployed,116555,14029,Personal,562,0,3,Yes
3e896c64-e117-4ac3-919c-4ea3e1805081,Jerry Ferguson,41,Female,Widowed,PhD,Student,150191,39881,Education,839,0,7,No
702cdd20-2862-48b8-88f4-ef125e9953d2,Rodney Avila,54,Male,Widowed,Bachelor,Unemployed,99558,44645,Business,789,1,9,Yes
4d71c366-b41b-4143-8b10-550cd5704f32,Shannon Thompson,52,Male,Widowed,High School,Student,129461,35353,Business,636,2,4,Yes
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Stacy Macias,61,Female,Widowed,Other,Unemployed,194792,45767,Education,585,1,5,Yes
aaf91531-0200-41f0-8768-a84fa76afde6,Stephanie Nunez,57,Female,Single,High School,Retired,59662,3940,Business,553,2,0,Yes
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Christina Olsen,39,Female,Widowed,High School,Employed,47030,15105,Home,784,3,8,Yes
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Paul Wagner,44,Male,Widowed,High School,Student,59850,30062,Car,500,1,3,No
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Sophia Richmond,52,Male,Married,PhD,Retired,149603,30044,Personal,591,3,0,No
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Nicole Tate,18,Male,Widowed,High School,Employed,144825,47476,Car,577,2,6,Yes
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Jesse Wright,52,Male,Divorced,Master,Employed,105288,23789,Business,634,0,9,Yes
afffcfd2-341e-440b-97c7-00aab7b56ea7,Traci Rodriguez,54,Male,Single,Bachelor,Self-employed,55397,14218,Personal,710,3,3,No
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Cheryl Beck,64,Male,Single,PhD,Self-employed,76094,18886,Car,509,3,4,Yes
e87d1c78-e7c4-41c7-8049-7b717d106c60,Christina Perez,31,Female,Single,Master,Self-employed,110640,18129,Car,309,2,6,Yes
a2607723-17a0-4f49-8d01-280fd89a40c0,Annette Fernandez,20,Female,Divorced,Master,Student,171688,36380,Business,539,2,6,No
0b49452d-46d4-43f3-9450-281c6c6f7633,Tricia Bailey,18,Female,Widowed,Other,Student,157733,2508,Personal,469,1,8,No
217d65a0-c568-41cd-9563-f61600e85ece,Omar Chandler,22,Male,Single,Other,Employed,177119,2770,Personal,772,1,8,Yes
295d6fbf-430f-401d-bad4-09e2a319dcb4,John Erickson,43,Female,Divorced,Master,Student,190115,12971,Car,771,2,6,No
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Teresa Smith,31,Male,Married,Other,Employed,197514,35729,Personal,528,3,9,Yes
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Karen Cruz,56,Male,Widowed,Bachelor,Retired,81378,10787,Personal,707,4,8,Yes
b0e6a969-e213-42b0-b1ee-dba313432e61,Jenny Soto,44,Female,Divorced,Bachelor,Unemployed,45943,41519,Home,698,1,4,Yes
093923de-8bab-4e3b-a628-6bfbe767dcea,Kevin Smith,26,Male,Widowed,Other,Employed,54487,4658,Business,502,2,1,No
8d7248e2-951f-48d0-9e84-f058d5a804eb,Kimberly Garcia,32,Female,Married,High School,Employed,94769,24361,Business,348,4,8,Yes
0ab54bde-20a0-4502-ae06-809725e97977,Deborah Townsend,32,Female,Divorced,Master,Retired,89023,23993,Home,394,4,5,Yes
eededb07-e623-4689-9d59-cd2a4eea04e7,Julie Wallace,43,Male,Widowed,Bachelor,Self-employed,175631,1465,Car,417,4,5,Yes
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Joe Gordon,59,Female,Divorced,Other,Self-employed,91380,19453,Education,373,4,8,No
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Wayne Barnes,30,Female,Single,Other,Self-employed,192591,26808,Car,336,0,0,No
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Maria Weaver,68,Female,Widowed,Bachelor,Employed,31416,14874,Home,629,1,1,Yes
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Matthew Thompson,49,Female,Divorced,Bachelor,Employed,42859,42104,Personal,725,4,2,Yes
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Wanda Short,56,Male,Single,High School,Student,107789,23947,Home,486,4,0,No
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,James Richardson,66,Female,Married,Other,Student,124766,41284,Business,683,2,3,Yes
ccc56569-f9e8-4369-a999-b735dd56cc94,Jennifer Cruz,69,Female,Widowed,Other,Unemployed,38184,20432,Personal,758,2,1,Yes
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Sergio Andrews,49,Female,Widowed,PhD,Unemployed,47846,5042,Car,608,0,2,No
ecab3301-bc8f-4d29-adea-94930658663a,Franklin Harris,21,Male,Married,High School,Student,62771,21523,Personal,725,4,7,Yes
696608aa-ee49-4329-884a-7b28550a1b46,Leslie Vance,47,Female,Single,Bachelor,Employed,106995,5202,Business,691,0,3,Yes
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Gabriel Guzman,54,Male,Married,Bachelor,Retired,166570,39892,Home,630,2,8,Yes
28c13091-444d-410b-bf87-e362cf8d446a,Lori Smith,40,Female,Widowed,Master,Student,89798,46205,Car,707,1,5,Yes
61ee411a-1bac-47a7-b386-f7a4c991603f,Edward Taylor,56,Female,Divorced,Bachelor,Employed,52914,8773,Education,606,3,0,No
787f2425-dbcc-4477-89e9-db0adf465290,Alison Adams,62,Female,Single,Other,Student,149962,18671,Education,370,3,5,No
eb1fa9f2-d10b-41d0-b317-347038f16a81,Phillip Jenkins,32,Male,Single,Bachelor,Self-employed,65500,9301,Home,743,0,6,Yes
d20eac17-4e20-4d1a-9983-36e375d66ed4,Yolanda Brown,60,Male,Single,Other,Student,185957,30421,Car,448,2,3,No
39118497-3a43-42ba-9f0f-06cbcb9bc326,Malik Washington,46,Male,Married,Other,Self-employed,58215,41271,Car,736,3,7,Yes
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Kristen Larson,53,Male,Married,High School,Employed,84320,15574,Personal,561,4,9,No
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Michael Scott,30,Male,Divorced,Bachelor,Self-employed,129159,33629,Home,656,1,2,Yes
59e4b671-4774-4c58-85f8-bc16f7860b50,Luke Duncan,49,Male,Divorced,High School,Student,49924,29999,Personal,604,2,6,Yes
adf4e62d-6651-429e-8268-690ba43825b5,Bernard Hicks,24,Female,Single,Other,Self-employed,83113,34629,Home,842,0,6,No
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Rebecca Boone,68,Male,Divorced,Bachelor,Retired,20318,31108,Business,454,2,3,Yes
e08596db-1d87-4966-8710-d430f071d879,Joel Roberts,39,Female,Married,Bachelor,Self-employed,97859,9652,Home,415,1,0,Yes
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Tony Cooper,45,Male,Divorced,High School,Self-employed,156821,18488,Personal,350,2,9,Yes
09cb3942-43f5-4a85-bbc9-f87af668a617,Kevin Stokes,19,Male,Married,High School,Unemployed,118558,39142,Car,371,0,9,Yes
587ef344-6f3f-420c-98b8-e4cc1bc044fc,James Frank,59,Male,Divorced,Other,Retired,160600,18127,Home,442,4,5,Yes
6fb78271-504d-481f-8953-5b63ba81edd9,Deborah Stewart,62,Female,Widowed,Other,Employed,41441,19794,Car,466,2,9,Yes
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Carol Bowman,23,Male,Married,Bachelor,Self-employed,159598,29368,Business,369,0,6,No
30a900ad-939b-462d-a645-f129629c2ae3,Sheri Murphy,45,Male,Widowed,Bachelor,Retired,188233,47536,Education,795,4,2,No
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Russell Downs,45,Female,Married,PhD,Employed,21044,5993,Education,819,3,4,Yes
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Charles Ellis,61,Female,Divorced,PhD,Retired,98301,9634,Personal,462,2,7,Yes
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Dylan Guzman,61,Female,Widowed,Master,Unemployed,169247,2833,Home,586,4,6,Yes
3270e4fa-abae-4f43-bcae-8081bdf070aa,Ryan White,37,Female,Divorced,Other,Employed,199959,34653,Business,533,3,1,Yes
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Dawn Meyer,47,Male,Married,Master,Employed,20961,16319,Business,643,2,3,Yes
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,April Wiley,28,Female,Widowed,Master,Self-employed,125820,4604,Car,552,2,6,No
1fe771d6-d917-4793-a9d3-c2e6505cc686,Cheryl Wade,45,Male,Single,High School,Student,36973,6357,Personal,556,1,8,Yes
81d2c7de-4ce1-4b90-a669-7833b841d0a0,John Estrada,42,Male,Divorced,High School,Employed,63393,17257,Business,805,2,6,Yes
5380b904-688c-4015-aab9-7e494f2d4796,Cynthia Larson,56,Female,Married,PhD,Employed,121293,29932,Home,770,2,7,Yes
